HIT_Id,annotator,method_i,method_j,topic,criterion,i greater j?
3MG8450X2N9ZSJQSQV3J859A2HNUPV,A9EQ4FWCUQVBL,H3,Submodular,1017,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AITP2LUW8GPB,H2,MMR*,1001,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,A1C8FN01981A69,H2,MMR*,1001,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,AMZV70TID53WY,H2,MMR*,1001,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,A3T61LJ1WNOL6Z,H2,MMR*,1001,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AGIJZ2UP8YNZV,H2,MMR*,1001,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,A1VIUV55F27XVM,H2,MMR*,1001,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AIQT0DPRTXYYD,H2,MMR*,1001,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,AITP2LUW8GPB,Submodular,H4,1020,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,A1C8FN01981A69,Submodular,H4,1020,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AMZV70TID53WY,Submodular,H4,1020,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,A3T61LJ1WNOL6Z,Submodular,H4,1020,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,AGIJZ2UP8YNZV,Submodular,H4,1020,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,A1VIUV55F27XVM,Submodular,H4,1020,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,AIQT0DPRTXYYD,Submodular,H4,1020,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,AITP2LUW8GPB,H2,PG-MMR,1002,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,A1C8FN01981A69,H2,PG-MMR,1002,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AMZV70TID53WY,H2,PG-MMR,1002,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,A3T61LJ1WNOL6Z,H2,PG-MMR,1002,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AGIJZ2UP8YNZV,H2,PG-MMR,1002,Referential Clarity,0
37VHPF5VYB2I0XABING8SDSE67HC8K,A1VIUV55F27XVM,H2,PG-MMR,1002,Referential Clarity,1
37VHPF5VYB2I0XABING8SDSE67HC8K,AIQT0DPRTXYYD,H2,PG-MMR,1002,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A3T61LJ1WNOL6Z,H2,H1,1050,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,AMZV70TID53WY,H2,H1,1050,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,AGIJZ2UP8YNZV,H2,H1,1050,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1VIUV55F27XVM,H2,H1,1050,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,A1HNR6OIRFCEHS,H2,H1,1050,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A9EQ4FWCUQVBL,H2,H1,1050,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1V6CP5I0TOSAR,H2,H1,1050,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A3T61LJ1WNOL6Z,MMR*,H1,1017,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,AMZV70TID53WY,MMR*,H1,1017,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,AGIJZ2UP8YNZV,MMR*,H1,1017,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,A1VIUV55F27XVM,MMR*,H1,1017,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,A1HNR6OIRFCEHS,MMR*,H1,1017,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,A9EQ4FWCUQVBL,MMR*,H1,1017,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1V6CP5I0TOSAR,MMR*,H1,1017,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A3T61LJ1WNOL6Z,PG-MMR,H3,1016,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,AMZV70TID53WY,PG-MMR,H3,1016,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,AGIJZ2UP8YNZV,PG-MMR,H3,1016,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1VIUV55F27XVM,PG-MMR,H3,1016,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1HNR6OIRFCEHS,PG-MMR,H3,1016,Referential Clarity,0
30OITAWPBP29VA41970N30K5354H9N,A9EQ4FWCUQVBL,PG-MMR,H3,1016,Referential Clarity,1
30OITAWPBP29VA41970N30K5354H9N,A1V6CP5I0TOSAR,PG-MMR,H3,1016,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AMZV70TID53WY,MMR*,H4,1046,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1VIUV55F27XVM,MMR*,H4,1046,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A3T61LJ1WNOL6Z,MMR*,H4,1046,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AGIJZ2UP8YNZV,MMR*,H4,1046,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1HNR6OIRFCEHS,MMR*,H4,1046,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A9EQ4FWCUQVBL,MMR*,H4,1046,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A31CNXHGR49DJR,MMR*,H4,1046,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AMZV70TID53WY,H1,MMR*,1011,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1VIUV55F27XVM,H1,MMR*,1011,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A3T61LJ1WNOL6Z,H1,MMR*,1011,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AGIJZ2UP8YNZV,H1,MMR*,1011,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1HNR6OIRFCEHS,H1,MMR*,1011,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A9EQ4FWCUQVBL,H1,MMR*,1011,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A31CNXHGR49DJR,H1,MMR*,1011,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AMZV70TID53WY,PG-MMR,H4,1003,Referential Clarity,1
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1VIUV55F27XVM,PG-MMR,H4,1003,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A3T61LJ1WNOL6Z,PG-MMR,H4,1003,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,AGIJZ2UP8YNZV,PG-MMR,H4,1003,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A1HNR6OIRFCEHS,PG-MMR,H4,1003,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A9EQ4FWCUQVBL,PG-MMR,H4,1003,Referential Clarity,0
3HXCEECSQLSANWC3N5YA2OH1845ZYJ,A31CNXHGR49DJR,PG-MMR,H4,1003,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A2TBXASXZIRNNW,PG-MMR,H4,1038,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AMZV70TID53WY,PG-MMR,H4,1038,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1VIUV55F27XVM,PG-MMR,H4,1038,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AGIJZ2UP8YNZV,PG-MMR,H4,1038,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A3T61LJ1WNOL6Z,PG-MMR,H4,1038,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A10443E11ZWEHJ,PG-MMR,H4,1038,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1HNR6OIRFCEHS,PG-MMR,H4,1038,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A2TBXASXZIRNNW,H2,PG-MMR,1043,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AMZV70TID53WY,H2,PG-MMR,1043,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1VIUV55F27XVM,H2,PG-MMR,1043,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AGIJZ2UP8YNZV,H2,PG-MMR,1043,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A3T61LJ1WNOL6Z,H2,PG-MMR,1043,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A10443E11ZWEHJ,H2,PG-MMR,1043,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1HNR6OIRFCEHS,H2,PG-MMR,1043,Referential Clarity,1
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A2TBXASXZIRNNW,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AMZV70TID53WY,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1VIUV55F27XVM,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,AGIJZ2UP8YNZV,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A3T61LJ1WNOL6Z,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A10443E11ZWEHJ,H2,Submodular,1032,Referential Clarity,0
3ZICQFRS30HASMM8JR0TGVQ3EY9ZZA,A1HNR6OIRFCEHS,H2,Submodular,1032,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,AMZV70TID53WY,H3,Submodular,1026,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A3T61LJ1WNOL6Z,H3,Submodular,1026,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,AGIJZ2UP8YNZV,H3,Submodular,1026,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A1VIUV55F27XVM,H3,Submodular,1026,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A1HNR6OIRFCEHS,H3,Submodular,1026,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A1ET2J1PIP0RGO,H3,Submodular,1026,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A9EQ4FWCUQVBL,H3,Submodular,1026,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,AMZV70TID53WY,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A3T61LJ1WNOL6Z,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,AGIJZ2UP8YNZV,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A1VIUV55F27XVM,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A1HNR6OIRFCEHS,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A1ET2J1PIP0RGO,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,A9EQ4FWCUQVBL,H2,H4,1015,Referential Clarity,1
36U4VBVNQNCK4W673N78D09P3ZBURN,AMZV70TID53WY,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A3T61LJ1WNOL6Z,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,AGIJZ2UP8YNZV,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A1VIUV55F27XVM,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A1HNR6OIRFCEHS,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A1ET2J1PIP0RGO,H3,H4,1002,Referential Clarity,0
36U4VBVNQNCK4W673N78D09P3ZBURN,A9EQ4FWCUQVBL,H3,H4,1002,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A3T61LJ1WNOL6Z,H2,Submodular,1022,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1VIUV55F27XVM,H2,Submodular,1022,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,AMZV70TID53WY,H2,Submodular,1022,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,AGIJZ2UP8YNZV,H2,Submodular,1022,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1C8FN01981A69,H2,Submodular,1022,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1HNR6OIRFCEHS,H2,Submodular,1022,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A9EQ4FWCUQVBL,H2,Submodular,1022,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A3T61LJ1WNOL6Z,PG-MMR,H4,1044,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1VIUV55F27XVM,PG-MMR,H4,1044,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,AMZV70TID53WY,PG-MMR,H4,1044,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,AGIJZ2UP8YNZV,PG-MMR,H4,1044,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1C8FN01981A69,PG-MMR,H4,1044,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1HNR6OIRFCEHS,PG-MMR,H4,1044,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A9EQ4FWCUQVBL,PG-MMR,H4,1044,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A3T61LJ1WNOL6Z,MMR*,PG-MMR,1013,Referential Clarity,0
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1VIUV55F27XVM,MMR*,PG-MMR,1013,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,AMZV70TID53WY,MMR*,PG-MMR,1013,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,AGIJZ2UP8YNZV,MMR*,PG-MMR,1013,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1C8FN01981A69,MMR*,PG-MMR,1013,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A1HNR6OIRFCEHS,MMR*,PG-MMR,1013,Referential Clarity,1
37OPIVELUT2N0TE61DENZVVP9NMHA2,A9EQ4FWCUQVBL,MMR*,PG-MMR,1013,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1VIUV55F27XVM,H3,H1,1006,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,AGIJZ2UP8YNZV,H3,H1,1006,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A3T61LJ1WNOL6Z,H3,H1,1006,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,AMZV70TID53WY,H3,H1,1006,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1HNR6OIRFCEHS,H3,H1,1006,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1ET2J1PIP0RGO,H3,H1,1006,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A9EQ4FWCUQVBL,H3,H1,1006,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1VIUV55F27XVM,H4,MMR*,1028,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,AGIJZ2UP8YNZV,H4,MMR*,1028,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A3T61LJ1WNOL6Z,H4,MMR*,1028,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,AMZV70TID53WY,H4,MMR*,1028,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1HNR6OIRFCEHS,H4,MMR*,1028,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1ET2J1PIP0RGO,H4,MMR*,1028,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A9EQ4FWCUQVBL,H4,MMR*,1028,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1VIUV55F27XVM,MMR*,H1,1038,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,AGIJZ2UP8YNZV,MMR*,H1,1038,Referential Clarity,0
39KMGHJ4RY9GOGASB3A94XKVEK800S,A3T61LJ1WNOL6Z,MMR*,H1,1038,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,AMZV70TID53WY,MMR*,H1,1038,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1HNR6OIRFCEHS,MMR*,H1,1038,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A1ET2J1PIP0RGO,MMR*,H1,1038,Referential Clarity,1
39KMGHJ4RY9GOGASB3A94XKVEK800S,A9EQ4FWCUQVBL,MMR*,H1,1038,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1VIUV55F27XVM,H4,H1,1031,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AGIJZ2UP8YNZV,H4,H1,1031,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A3T61LJ1WNOL6Z,H4,H1,1031,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AMZV70TID53WY,H4,H1,1031,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A10443E11ZWEHJ,H4,H1,1031,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1HNR6OIRFCEHS,H4,H1,1031,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1V6CP5I0TOSAR,H4,H1,1031,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1VIUV55F27XVM,MMR*,H4,1044,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AGIJZ2UP8YNZV,MMR*,H4,1044,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A3T61LJ1WNOL6Z,MMR*,H4,1044,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AMZV70TID53WY,MMR*,H4,1044,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A10443E11ZWEHJ,MMR*,H4,1044,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1HNR6OIRFCEHS,MMR*,H4,1044,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1V6CP5I0TOSAR,MMR*,H4,1044,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1VIUV55F27XVM,PG-MMR,H1,1007,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AGIJZ2UP8YNZV,PG-MMR,H1,1007,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A3T61LJ1WNOL6Z,PG-MMR,H1,1007,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,AMZV70TID53WY,PG-MMR,H1,1007,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A10443E11ZWEHJ,PG-MMR,H1,1007,Referential Clarity,1
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1HNR6OIRFCEHS,PG-MMR,H1,1007,Referential Clarity,0
3T2HW4QDUU6IE2TLNFMMS9NPQDZC99,A1V6CP5I0TOSAR,PG-MMR,H1,1007,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AGIJZ2UP8YNZV,H2,PG-MMR,1041,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A3T61LJ1WNOL6Z,H2,PG-MMR,1041,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1VIUV55F27XVM,H2,PG-MMR,1041,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AMZV70TID53WY,H2,PG-MMR,1041,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1HNR6OIRFCEHS,H2,PG-MMR,1041,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A9EQ4FWCUQVBL,H2,PG-MMR,1041,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A31CNXHGR49DJR,H2,PG-MMR,1041,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AGIJZ2UP8YNZV,MMR*,Submodular,1018,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A3T61LJ1WNOL6Z,MMR*,Submodular,1018,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1VIUV55F27XVM,MMR*,Submodular,1018,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AMZV70TID53WY,MMR*,Submodular,1018,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1HNR6OIRFCEHS,MMR*,Submodular,1018,Referential Clarity,0
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A9EQ4FWCUQVBL,MMR*,Submodular,1018,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A31CNXHGR49DJR,MMR*,Submodular,1018,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AGIJZ2UP8YNZV,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A3T61LJ1WNOL6Z,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1VIUV55F27XVM,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,AMZV70TID53WY,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A1HNR6OIRFCEHS,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A9EQ4FWCUQVBL,H4,PG-MMR,1023,Referential Clarity,1
3P458N04Q0GVHGJHT23UWZ0LLPD2X9,A31CNXHGR49DJR,H4,PG-MMR,1023,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A2TBXASXZIRNNW,H1,H4,1016,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A1HNR6OIRFCEHS,H1,H4,1016,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A3T61LJ1WNOL6Z,H1,H4,1016,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A1VIUV55F27XVM,H1,H4,1016,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,AMZV70TID53WY,H1,H4,1016,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,AGIJZ2UP8YNZV,H1,H4,1016,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A3CFNUD7VR2E1E,H1,H4,1016,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A2TBXASXZIRNNW,H4,H1,1019,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A1HNR6OIRFCEHS,H4,H1,1019,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A3T61LJ1WNOL6Z,H4,H1,1019,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A1VIUV55F27XVM,H4,H1,1019,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,AMZV70TID53WY,H4,H1,1019,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,AGIJZ2UP8YNZV,H4,H1,1019,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A3CFNUD7VR2E1E,H4,H1,1019,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A2TBXASXZIRNNW,MMR*,Submodular,1015,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A1HNR6OIRFCEHS,MMR*,Submodular,1015,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,A3T61LJ1WNOL6Z,MMR*,Submodular,1015,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A1VIUV55F27XVM,MMR*,Submodular,1015,Referential Clarity,0
386659BNTKGGV5VA7ME9I235JCE01V,AMZV70TID53WY,MMR*,Submodular,1015,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,AGIJZ2UP8YNZV,MMR*,Submodular,1015,Referential Clarity,1
386659BNTKGGV5VA7ME9I235JCE01V,A3CFNUD7VR2E1E,MMR*,Submodular,1015,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,AGIJZ2UP8YNZV,H1,PG-MMR,1029,Referential Clarity,0
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A1VIUV55F27XVM,H1,PG-MMR,1029,Referential Clarity,0
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,AMZV70TID53WY,H1,PG-MMR,1029,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A3T61LJ1WNOL6Z,H1,PG-MMR,1029,Referential Clarity,0
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A1HNR6OIRFCEHS,H1,PG-MMR,1029,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A9EQ4FWCUQVBL,H1,PG-MMR,1029,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A31CNXHGR49DJR,H1,PG-MMR,1029,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,AGIJZ2UP8YNZV,H4,MMR*,1039,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A1VIUV55F27XVM,H4,MMR*,1039,Referential Clarity,1
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,AMZV70TID53WY,H4,MMR*,1039,Referential Clarity,0
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A3T61LJ1WNOL6Z,H4,MMR*,1039,Referential Clarity,0
302OLP89DY6WJL3QFL0MO4Y9WVHCAO,A1HNR6OIRFCEHS,H4,MMR*,1039,Referential Clarity,0
